fda drug,chemical name,indications,url
venlafaxine,Venlafaxine,"Diabetic neuropathy,Episodic migraine prevention,Generalized anxiety disorder,Major depressive disorder,Obsessive-compulsive disorder,Panic disorder,Posttraumatic stress disorder,Premenstrual dysphoric disorder,Social anxiety disorder,Vasomotor symptoms associated with menopause,Dosing conversion,Discontinuation of therapy,MAOI recommendations",https://www.uptodate.com/contents/venlafaxine-drug-information?search=venlafaxine&source=search_result&selectedTitle=1%7E133&usage_type=default&display_rank=1
venlafaxine hydrochloride extended release tablets,Venlafaxine,"Diabetic neuropathy,Episodic migraine prevention,Generalized anxiety disorder,Major depressive disorder,Obsessive-compulsive disorder,Panic disorder,Posttraumatic stress disorder,Premenstrual dysphoric disorder,Social anxiety disorder,Vasomotor symptoms associated with menopause,Dosing conversion,Discontinuation of therapy,MAOI recommendations",https://www.uptodate.com/contents/venlafaxine-pediatric-drug-information?search=venlafaxine+hydrochloride+extended+release+tablets&source=search_result&selectedTitle=5%7E150&usage_type=default&display_rank=5
venofer,Iron sucrose,"Iron-deficiency anemia in chronic kidney disease,Chemotherapy-associated anemia,elemental,Iron-deficiency anemia",https://www.uptodate.com/contents/iron-sucrose-drug-information?search=venofer&source=search_result&selectedTitle=1%7E18&usage_type=default&display_rank=1
verelan,Verapamil,"Angina,Atrial fibrillation,Cluster headaches,Hypertension,Idiopathic ventricular tachycardia,PSVT prophylaxis,Supraventricular tachycardia,Paroxysmal supraventricular tachycardia prophylaxis,Supraventricular tachycardias",https://www.uptodate.com/contents/verapamil-drug-information?search=verelan&source=search_result&selectedTitle=1%7E148&usage_type=default&display_rank=1
verelan pm,Verapamil,"Angina,Atrial fibrillation,Cluster headaches,Hypertension,Idiopathic ventricular tachycardia,PSVT prophylaxis,Supraventricular tachycardia,Paroxysmal supraventricular tachycardia prophylaxis,Supraventricular tachycardias",https://www.uptodate.com/contents/verapamil-drug-information?search=verelan+pm&source=search_result&selectedTitle=1%7E148&usage_type=default&display_rank=1
vfend,Voriconazole,"Aspergillosis, invasive, including disseminated and extrapulmonary infection; treatment,Aspergillosis, invasive,Aspergillosis, ocular,Candidemia in non-neutropenic patients and disseminated,Candidiasis, endophthalmitis,Candidiasis, esophageal,Candidiasis, intravascular infections,Candidiasis, oropharyngeal,Coccidioidomycosis in HIV-infected patients,Coccidioidal meningitis,Empiric antifungal therapy,Scedosporiosis, fusariosis,Infection prophylaxis in graft-versus-host disease,Infection prophylaxis in standard- or high-risk patients with allogeneic hematopoietic stem cell transplant,Meningitis,Osteoarticular infection involving the spine, discitis, epidural abscess or vertebral osteomyelitis,Osteoarticular infection not involving the spine,,Dosage adjustment in patients with inadequate response,Dosage adjustment in patients unable to tolerate treatment,Dosage adjustment in patients receiving concomitant CYP450 enzyme inducers or substrates,Treatment of fungal infections",https://www.uptodate.com/contents/voriconazole-drug-information?search=vfend&source=search_result&selectedTitle=1%7E148&usage_type=default&display_rank=1
vidaza,Azacitidine,"Myelodysplastic syndromes,Acute myeloid leukemia,Dosage adjustment based on serum electrolytes",https://www.uptodate.com/contents/azacitidine-drug-information?search=vidaza&source=search_result&selectedTitle=1%7E26&usage_type=default&display_rank=1
vigamox,Moxifloxacin,"Acute bacterial rhinosinusitis,Anthrax,Bacterial meningitis,Bite wounds,Chronic bronchitis, acute bacterial exacerbation,Community-acquired pneumonia,Diabetic foot infection,Intra-abdominal infections, complicated,Mycoplasma genitalium,Nocardiosis,Pelvic inflammatory disease,Plague,Skin and skin structure infections,Surgical,Tuberculosis, drug-resistant tuberculosis, or intolerance to first-line agents",https://www.uptodate.com/contents/moxifloxacin-systemic-drug-information?search=vigamox&source=search_result&selectedTitle=1%7E93&usage_type=default&display_rank=1
viramune,Nevirapine,"HIV-1 infection, treatment,HIV-1 infection",https://www.uptodate.com/contents/nevirapine-drug-information?search=viramune&source=search_result&selectedTitle=1%7E63&usage_type=default&display_rank=1
vivelle-dot,Estradiol,"General dosing guidelines,Breast cancer, metastatic,Hypoestrogenism,Osteoporosis prevention,Prostate cancer, advanced,Vasomotor symptoms associated with menopause,Vulvar and vaginal atrophy associated with menopause,",https://www.uptodate.com/contents/estradiol-systemic-drug-information?search=vivelle-dot&source=search_result&selectedTitle=1%7E90&usage_type=default&display_rank=1
vogelxo,Testosterone,"Breast cancer,Delayed puberty,Hypogonadism,Breast cancer, metastatic,Hypogonadism, hypogonadotropic,Hypogonadism, primary",https://www.uptodate.com/contents/testosterone-drug-information?search=vogelxo&source=search_result&selectedTitle=1%7E148&usage_type=default&display_rank=1
voltaren,Diclofenac,"Ankylosing spondylitis,Migraine,Osteoarthritis,Pain,Primary dysmenorrhea,Rheumatoid arthritis,Dysmenorrhea",https://www.uptodate.com/contents/diclofenac-systemic-drug-information?search=voltaren&source=search_result&selectedTitle=1%7E94&usage_type=default&display_rank=1
voltaren xr,Diclofenac,"Ankylosing spondylitis,Migraine,Osteoarthritis,Pain,Primary dysmenorrhea,Rheumatoid arthritis,Dysmenorrhea",https://www.uptodate.com/contents/diclofenac-systemic-drug-information?search=voltaren+xr&source=search_result&selectedTitle=1%7E94&usage_type=default&display_rank=1
xalatan,Latanoprost,Elevated intraocular pressure,https://www.uptodate.com/contents/latanoprost-drug-information?search=xalatan&source=search_result&selectedTitle=1%7E9&usage_type=default&display_rank=1
xanax,Alprazolam,"Anxiety disorders,Panic disorder,Preoperative anxiety,Dose reduction",https://www.uptodate.com/contents/alprazolam-drug-information?search=xanax&source=search_result&selectedTitle=1%7E113&usage_type=default&display_rank=1
xanax xr,Alprazolam,"Anxiety disorders,Panic disorder,Preoperative anxiety,Dose reduction",https://www.uptodate.com/contents/alprazolam-drug-information?search=xanax+xr&source=search_result&selectedTitle=1%7E113&usage_type=default&display_rank=1
xenazine,Tetrabenazine,"Chorea associated with Huntington disease,Tardive dyskinesia,Tourette syndrome",https://www.uptodate.com/contents/tetrabenazine-drug-information?search=xenazine&source=search_result&selectedTitle=1%7E16&usage_type=default&display_rank=1
xopenex,Levalbuterol,"Bronchospasm,Exacerbation of asthma",https://www.uptodate.com/contents/levalbuterol-drug-information?search=xopenex&source=search_result&selectedTitle=1%7E22&usage_type=default&display_rank=1
yasmin,Ethinyl estradiol and drospirenone,"Acne,PMDD,Contraception,With a Sunday start, an additional method of contraception should be used until after the first 7 days of consecutive administration.,Acne vulgaris,Premenstrual dysphoric disorder",https://www.uptodate.com/contents/ethinyl-estradiol-and-drospirenone-drug-information?search=yasmin&source=search_result&selectedTitle=1%7E15&usage_type=default&display_rank=1
zarontin,Ethosuximide,Absence,https://www.uptodate.com/contents/ethosuximide-drug-information?search=zarontin&source=search_result&selectedTitle=1%7E17&usage_type=default&display_rank=1
zaroxolyn,Metolazone,"Edema,Hypertension",https://www.uptodate.com/contents/metolazone-drug-information?search=zaroxolyn&source=search_result&selectedTitle=1%7E20&usage_type=default&display_rank=1
zebeta,Bisoprolol,"Atrial fibrillation,Heart failure,Hypertension,Ventricular arrhythmias",https://www.uptodate.com/contents/bisoprolol-drug-information?search=zebeta&source=search_result&selectedTitle=1%7E37&usage_type=default&display_rank=1
zegerid,Omeprazole and sodium bicarbonate,"Active duodenal ulcer,Gastric ulcers,Heartburn,Symptomatic GERD,Erosive esophagitis,Risk reduction of upper GI bleeding in critically ill patients",https://www.uptodate.com/contents/omeprazole-and-sodium-bicarbonate-drug-information?search=zegerid&source=search_result&selectedTitle=1%7E3&usage_type=default&display_rank=1
zemplar,Paricalcitol,"Secondary hyperparathyroidism associated with chronic renal failure,Secondary hyperparathyroidism associated with stage 3 and 4 CKD",https://www.uptodate.com/contents/paricalcitol-drug-information?search=zemplar&source=search_result&selectedTitle=1%7E10&usage_type=default&display_rank=1
zenpep,Pancrelipase,"Pancreatic insufficiency due to conditions such as cystic fibrosis,Pancreatic insufficiency due to chronic pancreatitis or pancreatectomy,Pancreatic insufficiency",https://www.uptodate.com/contents/pancrelipase-drug-information?search=zenpep&source=search_result&selectedTitle=1%7E10&usage_type=default&display_rank=1
ziac,Bisoprolol and hydrochlorothiazide,Hypertension,https://www.uptodate.com/contents/bisoprolol-and-hydrochlorothiazide-drug-information?search=ziac&source=search_result&selectedTitle=1%7E1&usage_type=default&display_rank=1
zithromax,Azithromycin,"Acne vulgaris,Babesiosis,Bacterial sinusitis, acute,Bronchiolitis obliterans syndrome,Cat scratch disease,Cesarean section,Chancroid due to,Chlamydia trachomatis,Cholera,Gonococcal infection, conjunctivitis,Gonococcal infection, disseminated,Gonococcal infection, expedited partner therapy,Gonococcal infection, uncomplicated,Granuloma inguinale,,Infection prophylaxis in neutropenia,Lyme disease,Mild to moderate respiratory tract, skin, and soft tissue infections,Nontuberculous mycobacterial disease,Pelvic inflammatory disease,Pertussis,Pharyngitis,Pneumonia, community-acquired,Prevention of exacerbations of chronic obstructive pulmonary disease,Prevention of pulmonary exacerbations in patients with noncystic fibrosis bronchiectasis,Prophylaxis against infective endocarditis,Prophylaxis against sexually transmitted diseases following sexual assault,Shigella dysentery type 1,Syphilis, primary and secondary,Traveler’s diarrhea,Urethritis/cervicitis",https://www.uptodate.com/contents/azithromycin-systemic-drug-information?search=zithromax&source=search_result&selectedTitle=1%7E145&usage_type=default&display_rank=1
zoloft,Sertraline,"Binge eating disorder,Body dysmorphic disorder,Bulimia nervosa,Generalized anxiety disorder,Major depressive disorder,Obsessive-compulsive disorder,Panic disorder,Posttraumatic stress disorder,Premature ejaculation,Premenstrual dysphoric disorder,Social anxiety disorder,Discontinuation of therapy,Switching",https://www.uptodate.com/contents/sertraline-drug-information?search=zoloft&source=search_result&selectedTitle=1%7E138&usage_type=default&display_rank=1
zonalon and prudoxin,Doxepin,"Depression and/or anxiety,Insomnia,Chronic urticaria,Discontinuation of therapy,MAO inhibitor recommendations",https://www.uptodate.com/contents/doxepin-systemic-drug-information?search=zonalon+and+prudoxin&source=search_result&selectedTitle=1%7E64&usage_type=default&display_rank=1
zutripro,"Hydrocodone, chlorpheniramine, and pseudoephedrine","Cough and upper respiratory symptoms,Discontinuation of therapy",https://www.uptodate.com/contents/hydrocodone-chlorpheniramine-and-pseudoephedrine-drug-information?search=zutripro&source=search_result&selectedTitle=1%7E1&usage_type=default&display_rank=1
zyflo,Zileuton,Asthma,https://www.uptodate.com/contents/zileuton-drug-information?search=zyflo&source=search_result&selectedTitle=1%7E31&usage_type=default&display_rank=1
zyvox,Linezolid,"Enterococcal infections,Pneumonia,Skin and skin structure infections,CNS infection due to MRSA,Infective endocarditis,Intravascular catheter-associated bloodstream infection due to MRSA, methicillin-resistant coagulase negative staphylococci, or ampicillin- or vancomycin-resistant enterococcus,Osteomyelitis due to MRSA,Osteomyelitis, native vertebral,Prosthetic joint infection,Septic arthritis due to MRSA,Tuberculosis, extensively drug-resistant",https://www.uptodate.com/contents/linezolid-drug-information?search=zyvox&source=search_result&selectedTitle=1%7E148&usage_type=default&display_rank=1
differin gel 0.1%,Adapalene,"Acne vulgaris,Rosacea (off-label use)",https://www.uptodate.com/contents/adapalene-drug-information?search=differin+gel+0.1%25&source=search_result&selectedTitle=1%7E20&usage_type=default&display_rank=1
differin gel 0.3%,Adapalene,"Acne vulgaris,Rosacea (off-label use)",https://www.uptodate.com/contents/adapalene-drug-information?search=differin+gel+0.1%25&source=search_result&selectedTitle=1%7E20&usage_type=default&display_rank=1
emla,Lidocaine and prilocaine,Anesthetic,https://www.uptodate.com/contents/lidocaine-and-prilocaine-drug-information?search=emla&source=search_result&selectedTitle=2~39&usage_type=default&display_rank=2
pataday,Olopatadine,Seasonal allergic rhinitis,https://www.uptodate.com/contents/olopatadine-nasal-drug-information?search=pataday&source=search_result&selectedTitle=1~12&usage_type=default&display_rank=1
patanase,Olopatadine,Seasonal allergic rhinitis,https://www.uptodate.com/contents/olopatadine-nasal-drug-information?search=pataday&source=search_result&selectedTitle=1~12&usage_type=default&display_rank=1
patanol,Olopatadine,Seasonal allergic rhinitis,https://www.uptodate.com/contents/olopatadine-nasal-drug-information?search=pataday&source=search_result&selectedTitle=1~12&usage_type=default&display_rank=1
phoslo,Calcium acetate,"Control of hyperphosphatemia (ESRD, on dialysis)",https://www.uptodate.com/contents/calcium-acetate-drug-information?search=phoslo&source=search_result&selectedTitle=1~32&usage_type=default&display_rank=1
"potassium chloride oral solution, usp, 10%",Potassium chloride,Hypokalemia,"https://www.uptodate.com/contents/potassium-chloride-drug-information?search=potassium chloride oral solution, usp, 10%25&source=search_result&selectedTitle=1~150&usage_type=default&display_rank=1"
"potassium chloride oral solution, usp, 20%",Potassium chloride,Hypokalemia,"https://www.uptodate.com/contents/potassium-chloride-drug-information?search=potassium chloride oral solution, usp, 10%25&source=search_result&selectedTitle=1~150&usage_type=default&display_rank=1"
timoptic-xe,Timolol,"Hypertension, Migraine prophylaxis, Myocardial infarction, Atrial fibrillation",https://www.uptodate.com/contents/timolol-systemic-drug-information?search=timoptic-xe&source=search_result&selectedTitle=1~37&usage_type=default&display_rank=1
zovirax,Acyclovir,"Herpes simplex virus (HSV), HSV encephalitis, HSV, Herpes zoster (shingles), Bell palsy, Cytomegalovirus (CMV) infection, mucocutaneous infection, orolabial (cold sores) infection, Varicella (chickenpox), Varicella-zoster virus (VZV) acute retinal necrosis (ARN) in HIV-infected patients ",https://www.uptodate.com/contents/acyclovir-systemic-drug-information?search=zovirax&source=search_result&selectedTitle=1~146&usage_type=default&display_rank=1
